FAM	D	T	L
fix_2297_c60_lg_combined.ale.uml_rec	1e-06	0.127461	0.325365
fix_4226_c60_lg_combined.ale.uml_rec	1.76605e-05	0.191459	0.308513
fix_3656_c60_lg_combined.ale.uml_rec	1e-06	0.286478	1e-06
fix_1623_c60_lg_combined.ale.uml_rec	1e-06	0.151213	0.180422
fix_1981_c60_lg_combined.ale.uml_rec	1.03602	1e-06	0.168589
fix_2191_c60_lg_combined.ale.uml_rec	1e-06	0.110188	0.183184
fix_4120_c60_lg_combined.ale.uml_rec	1.3642e-05	0.826313	0.949173
fix_3768_c60_lg_combined.ale.uml_rec	1e-06	5.71741e-05	0.479077
fix_2455_c60_lg_combined.ale.uml_rec	1e-06	1e-06	0.263093
fix_726_c60_lg_combined.ale.uml_rec	0.192098	0.226216	0.445145
fix_3392_c60_lg_combined.ale.uml_rec	0.29804	0.445586	0.821788
fix_618_c60_lg_combined.ale.uml_rec	0.523007	0.119123	0.25189
fix_884_c60_lg_combined.ale.uml_rec	1e-06	0.428973	0.336393
fix_5323_c60_lg_combined.ale.uml_rec	1.0926	1e-06	0.459587
fix_2753_c60_lg_combined.ale.uml_rec	1e-06	0.302798	0.332649
fix_420_c60_lg_combined.ale.uml_rec	2.76703e-05	0.236837	0.188211
fix_3094_c60_lg_combined.ale.uml_rec	1e-06	0.000355903	0.340371
fix_4840_c60_lg_combined.ale.uml_rec	0.411882	0.520964	0.977548
fix_5025_c60_lg_combined.ale.uml_rec	1e-06	1e-06	1e-06
fix_2349_c60_lg_combined.ale.uml_rec	1e-06	1e-06	0.247943
fix_104_c60_lg_combined.ale.uml_rec	0.00195372	0.33661	0.275939
fix_2277_c60_lg_combined.ale.uml_rec	9.32621e-06	0.325955	0.300993
fix_25_c60_lg_combined.ale.uml_rec	0.144412	0.320377	0.461969
fix_202_c60_lg_combined.ale.uml_rec	0.00236195	0.14966	0.265211
fix_3788_c60_lg_combined.ale.uml_rec	6.09325e-06	0.131489	0.191226
fix_3914_c60_lg_combined.ale.uml_rec	0.503644	1.05526e-05	0.0125927
fix_2171_c60_lg_combined.ale.uml_rec	1e-06	0.487431	0.56097
fix_1961_c60_lg_combined.ale.uml_rec	0.114078	0.133347	0.465441
fix_5062_c60_lg_combined.ale.uml_rec	0.000249145	3.26669e-05	1e-06
fix_559_c60_lg_combined.ale.uml_rec	0.280223	0.379244	0.00275866
fix_4807_c60_lg_combined.ale.uml_rec	1e-06	0.608806	0.774315
fix_4939_c60_lg_combined.ale.uml_rec	0.248615	1e-06	0.389658
fix_467_c60_lg_combined.ale.uml_rec	1e-06	0.300626	0.276782
fix_2988_c60_lg_combined.ale.uml_rec	1.06353	1e-06	0.275812
fix_1198_c60_lg_combined.ale.uml_rec	0.000202832	0.41991	0.35092
fix_2714_c60_lg_combined.ale.uml_rec	0.2552	0.119824	1e-06
fix_5364_c60_lg_combined.ale.uml_rec	1.10867	1e-06	0.510097
fix_761_c60_lg_combined.ale.uml_rec	0.126089	0.465526	0.531921
fix_2412_c60_lg_combined.ale.uml_rec	1.81636e-06	0.0915619	0.0834878
fix_1926_c60_lg_combined.ale.uml_rec	1e-06	0.467824	0.717909
fix_2136_c60_lg_combined.ale.uml_rec	0.175399	0.583582	0.523929
fix_3953_c60_lg_combined.ale.uml_rec	0.646206	0.453856	0.763623
fix_4187_c60_lg_combined.ale.uml_rec	0.330322	0.201928	0.831151
fix_245_c60_lg_combined.ale.uml_rec	0.089148	0.177154	0.221674
fix_62_c60_lg_combined.ale.uml_rec	1e-06	0.369028	0.401196
fix_1818_c60_lg_combined.ale.uml_rec	0.865806	4.79018e-06	0.461122
fix_1684_c60_lg_combined.ale.uml_rec	0.173585	0.383337	0.60639
fix_2008_c60_lg_combined.ale.uml_rec	0.101081	0.168533	0.00122876
fix_2230_c60_lg_combined.ale.uml_rec	1e-06	0.518697	0.441854
fix_5478_c60_lg_combined.ale.uml_rec	0.827892	0.288112	0.669675
fix_4281_c60_lg_combined.ale.uml_rec	1.42871e-05	0.18172	0.452872
fix_143_c60_lg_combined.ale.uml_rec	0.040548	0.0519463	0.126787
fix_1582_c60_lg_combined.ale.uml_rec	0.763455	0.00178371	0.000572152
fix_3033_c60_lg_combined.ale.uml_rec	0.000446296	0.000123004	0.423516
fix_5082_c60_lg_combined.ale.uml_rec	1e-06	1e-06	1e-06
fix_1046_c60_lg_combined.ale.uml_rec	0.200056	0.263639	0.539595
fix_2856_c60_lg_combined.ale.uml_rec	0.752953	0.378399	0.590795
fix_1178_c60_lg_combined.ale.uml_rec	1e-06	0.282904	0.531814
fix_2968_c60_lg_combined.ale.uml_rec	0.257851	0.487501	0.659478
fix_487_c60_lg_combined.ale.uml_rec	0.275423	0.190655	0.49409
fix_4745_c60_lg_combined.ale.uml_rec	0.827898	0.306733	0.817753
fix_3335_c60_lg_combined.ale.uml_rec	1.01366	1e-06	0.289301
fix_823_c60_lg_combined.ale.uml_rec	1e-06	0.165146	0.236136
fix_1340_c60_lg_combined.ale.uml_rec	0.0859863	0.163961	0.418148
fix_5384_c60_lg_combined.ale.uml_rec	0.33908	0.232017	0.624435
fix_781_c60_lg_combined.ale.uml_rec	1e-06	0.282981	0.40038
fix_4443_c60_lg_combined.ale.uml_rec	1e-06	0.303682	0.597222
fix_4167_c60_lg_combined.ale.uml_rec	0.829199	0.29577	0.661499
fix_1664_c60_lg_combined.ale.uml_rec	1e-06	0.168625	0.159647
fix_4059_c60_lg_combined.ale.uml_rec	1.09054	1e-06	0.371325
fix_3611_c60_lg_combined.ale.uml_rec	0.248564	0.227881	0.787919
fix_82_c60_lg_combined.ale.uml_rec	0.12637	0.243853	0.209202
fix_3429_c60_lg_combined.ale.uml_rec	1e-06	1.28901e-05	0.125788
fix_4261_c60_lg_combined.ale.uml_rec	1e-06	0.169384	1e-06
fix_5498_c60_lg_combined.ale.uml_rec	1.09786	2.11104e-06	0.495293
fix_1562_c60_lg_combined.ale.uml_rec	0.144605	0.498039	0.473476
fix_3517_c60_lg_combined.ale.uml_rec	0.221666	1e-06	0.710928
fix_2380_c60_lg_combined.ale.uml_rec	0.0938957	0.0892374	1e-06
fix_3579_c60_lg_combined.ale.uml_rec	0.225305	0.150744	0.424379
fix_4331_c60_lg_combined.ale.uml_rec	0.168869	5.27833e-06	1e-06
fix_3447_c60_lg_combined.ale.uml_rec	1e-06	1e-06	1e-06
fix_1432_c60_lg_combined.ale.uml_rec	0.0769284	0.193921	1e-06
fix_1896_c60_lg_combined.ale.uml_rec	0.37314	0.212735	0.368694
fix_2086_c60_lg_combined.ale.uml_rec	0.154583	0.617259	0.619534
fix_4037_c60_lg_combined.ale.uml_rec	1.06512	1e-06	0.334533
fix_4109_c60_lg_combined.ale.uml_rec	6.23061e-06	1e-06	0.30535
fix_3741_c60_lg_combined.ale.uml_rec	1e-06	0.125099	1e-06
fix_1734_c60_lg_combined.ale.uml_rec	1e-06	0.424496	0.484337
fix_1210_c60_lg_combined.ale.uml_rec	5.33238e-05	0.0523079	0.401247
fix_973_c60_lg_combined.ale.uml_rec	2.60507e-05	0.162341	0.420697
fix_3265_c60_lg_combined.ale.uml_rec	1e-06	1e-06	0.236109
fix_4513_c60_lg_combined.ale.uml_rec	1.0922	8.58914e-06	0.488941
fix_2906_c60_lg_combined.ale.uml_rec	0.000350481	0.0241631	0.508525
fix_1116_c60_lg_combined.ale.uml_rec	0.22696	0.188148	0.595362
fix_3163_c60_lg_combined.ale.uml_rec	1e-06	0.276991	0.240676
fix_4889_c60_lg_combined.ale.uml_rec	0.420448	0.613337	1.00304
fix_4615_c60_lg_combined.ale.uml_rec	0.391328	0.472597	0.999668
fix_2838_c60_lg_combined.ale.uml_rec	1e-06	0.111684	0.192222
fix_1028_c60_lg_combined.ale.uml_rec	0.202702	0.46147	0.386184
fix_3599_c60_lg_combined.ale.uml_rec	0.182075	1e-06	0.377451
fix_2360_c60_lg_combined.ale.uml_rec	1e-06	0.204014	0.179692
fix_5416_c60_lg_combined.ale.uml_rec	1.08257	1e-06	0.452965
fix_315_c60_lg_combined.ale.uml_rec	0.0693158	0.228508	0.215471
fix_3803_c60_lg_combined.ale.uml_rec	1.06623	1e-06	0.342884
fix_2066_c60_lg_combined.ale.uml_rec	0.000916021	0.737697	0.5882
fix_1876_c60_lg_combined.ale.uml_rec	1e-06	0.305053	0.488488
fix_2158_c60_lg_combined.ale.uml_rec	1e-06	0.255044	1e-06
fix_1948_c60_lg_combined.ale.uml_rec	1e-06	0.162971	0.132666
fix_3285_c60_lg_combined.ale.uml_rec	1e-06	0.269314	0.420682
fix_993_c60_lg_combined.ale.uml_rec	1e-06	0.146495	0.219496
fix_5234_c60_lg_combined.ale.uml_rec	0.434023	1e-06	0.739506
fix_2542_c60_lg_combined.ale.uml_rec	1e-06	0.461937	0.682201
fix_631_c60_lg_combined.ale.uml_rec	0.204625	0.260505	0.297103
fix_3183_c60_lg_combined.ale.uml_rec	1.06753	1e-06	0.284466
fix_4957_c60_lg_combined.ale.uml_rec	0.459465	0.600744	0.854741
fix_409_c60_lg_combined.ale.uml_rec	0.19674	0.271419	0.461395
fix_5132_c60_lg_combined.ale.uml_rec	1e-06	1e-06	1e-06
fix_2644_c60_lg_combined.ale.uml_rec	0.261176	0.119925	0.0106753
fix_537_c60_lg_combined.ale.uml_rec	0.147605	0.461124	0.577721
fix_4869_c60_lg_combined.ale.uml_rec	1e-06	0.743333	0.9
fix_1793_c60_lg_combined.ale.uml_rec	1.7194e-05	0.39618	0.270221
fix_1831_c60_lg_combined.ale.uml_rec	1e-06	0.106358	0.148289
fix_2021_c60_lg_combined.ale.uml_rec	0.32341	0.0248689	0.83873
fix_3844_c60_lg_combined.ale.uml_rec	1.07809	1e-06	0.363017
fix_4090_c60_lg_combined.ale.uml_rec	1e-06	0.426724	0.655086
fix_352_c60_lg_combined.ale.uml_rec	0.113916	0.230166	0.292463
fix_2219_c60_lg_combined.ale.uml_rec	1e-06	0.154335	1e-06
fix_5451_c60_lg_combined.ale.uml_rec	1e-06	1e-06	0.168419
fix_1495_c60_lg_combined.ale.uml_rec	0.000129189	0.0518071	0.0609559
fix_2327_c60_lg_combined.ale.uml_rec	1e-06	0.326295	0.568526
fix_4396_c60_lg_combined.ale.uml_rec	1e-06	0.189916	0.29836
fix_570_c60_lg_combined.ale.uml_rec	0.132064	0.311385	0.45914
fix_2603_c60_lg_combined.ale.uml_rec	0.155378	0.225892	0.272498
fix_5175_c60_lg_combined.ale.uml_rec	1e-06	1e-06	0.373089
fix_4910_c60_lg_combined.ale.uml_rec	0.000248168	0.487297	0.437208
fix_676_c60_lg_combined.ale.uml_rec	0.205241	0.0869607	0.494394
fix_2505_c60_lg_combined.ale.uml_rec	1e-06	0.384185	3.64783e-05
fix_1389_c60_lg_combined.ale.uml_rec	1e-06	0.475605	0.350061
fix_5273_c60_lg_combined.ale.uml_rec	0.442083	8.93655e-06	0.0970607
fix_748_c60_lg_combined.ale.uml_rec	0.0828126	0.197886	0.280291
fix_1773_c60_lg_combined.ale.uml_rec	0.142631	0.255402	0.502169
fix_3706_c60_lg_combined.ale.uml_rec	1e-06	0.133337	0.330396
fix_4070_c60_lg_combined.ale.uml_rec	0.446252	7.39279e-06	0.101507
fix_3638_c60_lg_combined.ale.uml_rec	1e-06	0.287395	1e-06
fix_1475_c60_lg_combined.ale.uml_rec	0.293555	0.201731	0.302339
fix_3400_c60_lg_combined.ale.uml_rec	0.124031	1e-06	1e-06
fix_4248_c60_lg_combined.ale.uml_rec	0.000153205	0.928561	0.954003
fix_4376_c60_lg_combined.ale.uml_rec	1e-06	0.556627	0.78925
fix_4652_c60_lg_combined.ale.uml_rec	1e-06	1e-06	1e-06
fix_3124_c60_lg_combined.ale.uml_rec	0.131155	0.00297319	0.0616823
fix_5195_c60_lg_combined.ale.uml_rec	0.168869	5.27833e-06	1e-06
fix_1151_c60_lg_combined.ale.uml_rec	6.0426e-06	0.166543	0.230078
fix_2941_c60_lg_combined.ale.uml_rec	1e-06	1e-06	0.178736
fix_1369_c60_lg_combined.ale.uml_rec	3.41061e-05	0.151865	0.162898
fix_696_c60_lg_combined.ale.uml_rec	1e-06	0.392945	0.238116
fix_4554_c60_lg_combined.ale.uml_rec	1e-06	1e-06	0.385612
fix_3222_c60_lg_combined.ale.uml_rec	0.950715	0.187466	0.447692
fix_934_c60_lg_combined.ale.uml_rec	0.0602806	0.175923	0.393588
fix_1257_c60_lg_combined.ale.uml_rec	0.693003	0.151014	0.487959
fix_5293_c60_lg_combined.ale.uml_rec	1e-06	0.439811	0.201091
fix_4547_c60_lg_combined.ale.uml_rec	4.80835e-06	2.80468e-06	0.401522
fix_819_c60_lg_combined.ale.uml_rec	0.00146099	0.199629	0.344305
fix_685_c60_lg_combined.ale.uml_rec	0.144495	0.0492426	0.288565
fix_5280_c60_lg_combined.ale.uml_rec	0.170875	1e-06	1e-06
fix_1244_c60_lg_combined.ale.uml_rec	1e-06	0.347028	0.237669
fix_927_c60_lg_combined.ale.uml_rec	6.20308e-05	0.237074	0.301863
fix_4479_c60_lg_combined.ale.uml_rec	0.000215791	0.79241	1.04411
fix_3231_c60_lg_combined.ale.uml_rec	0.227967	0.228173	0.596921
fix_3009_c60_lg_combined.ale.uml_rec	0.228111	0.626259	0.795441
fix_4641_c60_lg_combined.ale.uml_rec	0.855377	0.298151	0.734751
fix_583_c60_lg_combined.ale.uml_rec	0.0347573	0.0942809	0.145467
fix_2952_c60_lg_combined.ale.uml_rec	0.443909	0.339318	0.601326
fix_1142_c60_lg_combined.ale.uml_rec	1e-06	0.180846	0.393774
fix_5186_c60_lg_combined.ale.uml_rec	1.08257	1e-06	0.452965
fix_3137_c60_lg_combined.ale.uml_rec	1.06353	1e-06	0.275812
fix_199_c60_lg_combined.ale.uml_rec	0.100878	0.19031	0.51141
fix_3413_c60_lg_combined.ale.uml_rec	6.00813e-06	0.130016	0.49242
fix_1466_c60_lg_combined.ale.uml_rec	1e-06	0.363136	0.530002
fix_1558_c60_lg_combined.ale.uml_rec	1.03892	1e-06	0.145575
fix_4365_c60_lg_combined.ale.uml_rec	1e-06	0.167222	1e-06
fix_3989_c60_lg_combined.ale.uml_rec	7.46057e-05	1e-06	0.56402
fix_3715_c60_lg_combined.ale.uml_rec	0.27022	0.377222	0.434548
fix_1760_c60_lg_combined.ale.uml_rec	1.05497	1e-06	0.172607
fix_4063_c60_lg_combined.ale.uml_rec	1e-06	1e-06	1e-06
fix_2516_c60_lg_combined.ale.uml_rec	0.337947	0.106752	1e-06
fix_665_c60_lg_combined.ale.uml_rec	0.047998	0.0772854	0.392545
fix_4499_c60_lg_combined.ale.uml_rec	1e-06	0.53439	0.782507
fix_5260_c60_lg_combined.ale.uml_rec	0.28038	1e-06	0.646343
fix_2428_c60_lg_combined.ale.uml_rec	0.190156	0.385094	0.61856
fix_2610_c60_lg_combined.ale.uml_rec	0.367112	0.407389	0.81987
fix_5058_c60_lg_combined.ale.uml_rec	0.577977	1e-06	0.78426
fix_563_c60_lg_combined.ale.uml_rec	0.149724	0.310124	0.504555
fix_4903_c60_lg_combined.ale.uml_rec	1.09771	1e-06	0.670786
fix_5166_c60_lg_combined.ale.uml_rec	1e-06	1e-06	1e-06
fix_1486_c60_lg_combined.ale.uml_rec	0.108696	0.227811	0.543639
fix_5442_c60_lg_combined.ale.uml_rec	0.349104	0.267191	0.812479
fix_179_c60_lg_combined.ale.uml_rec	0.0434685	0.109735	0.273581
fix_4385_c60_lg_combined.ale.uml_rec	1e-06	0.471333	0.519354
fix_2334_c60_lg_combined.ale.uml_rec	3.81693e-06	0.193444	0.177863
fix_1780_c60_lg_combined.ale.uml_rec	1e-06	0.635029	0.639494
fix_3969_c60_lg_combined.ale.uml_rec	0.285634	1e-06	1e-06
fix_341_c60_lg_combined.ale.uml_rec	0.000310315	0.220231	0.319873
fix_58_c60_lg_combined.ale.uml_rec	0.14375	0.0161279	0.0841879
fix_4083_c60_lg_combined.ale.uml_rec	1e-06	0.170875	1e-06
fix_3857_c60_lg_combined.ale.uml_rec	1e-06	0.168139	1e-06
fix_2032_c60_lg_combined.ale.uml_rec	1e-06	0.262879	0.236403
fix_2769_c60_lg_combined.ale.uml_rec	1e-06	0.348006	0.569121
fix_5121_c60_lg_combined.ale.uml_rec	1e-06	1e-06	1e-06
fix_4944_c60_lg_combined.ale.uml_rec	0.610328	1e-06	0.88205
fix_3190_c60_lg_combined.ale.uml_rec	7.14167e-06	0.117058	0.141012
fix_524_c60_lg_combined.ale.uml_rec	1e-06	0.354111	0.425481
fix_2657_c60_lg_combined.ale.uml_rec	0.238537	0.517593	0.683102
fix_5227_c60_lg_combined.ale.uml_rec	0.168869	5.27833e-06	1e-06
fix_980_c60_lg_combined.ale.uml_rec	1e-06	0.684158	0.648065
fix_3296_c60_lg_combined.ale.uml_rec	0.410193	0.383191	1e-06
fix_622_c60_lg_combined.ale.uml_rec	0.000307235	0.31173	0.177525
fix_5319_c60_lg_combined.ale.uml_rec	1.12332	1e-06	0.515811
fix_2551_c60_lg_combined.ale.uml_rec	0.459911	0.403205	1e-06
fix_1865_c60_lg_combined.ale.uml_rec	1e-06	0.0626272	1e-06
fix_2075_c60_lg_combined.ale.uml_rec	4.99866e-05	0.534052	0.449048
fix_3810_c60_lg_combined.ale.uml_rec	0.63682	1e-06	0.765625
fix_306_c60_lg_combined.ale.uml_rec	0.177569	0.345244	0.396459
fix_238_c60_lg_combined.ale.uml_rec	8.54286e-05	0.135071	0.204511
fix_2373_c60_lg_combined.ale.uml_rec	0.342731	0.205612	0.590546
fix_5405_c60_lg_combined.ale.uml_rec	1.1033	1.28914e-05	0.492588
fix_3170_c60_lg_combined.ale.uml_rec	0.768447	0.379903	0.667633
fix_4738_c60_lg_combined.ale.uml_rec	1e-06	0.364067	0.566584
fix_2789_c60_lg_combined.ale.uml_rec	0.524025	0.533258	0.786204
fix_1105_c60_lg_combined.ale.uml_rec	1.28699e-05	0.137694	0.296973
fix_2915_c60_lg_combined.ale.uml_rec	0.487533	0.185384	0.730645
fix_4606_c60_lg_combined.ale.uml_rec	0.209182	0.196543	0.000224323
fix_3276_c60_lg_combined.ale.uml_rec	1e-06	0.57643	0.551278
fix_960_c60_lg_combined.ale.uml_rec	0.0516413	0.0654968	0.225717
fix_1203_c60_lg_combined.ale.uml_rec	1e-06	0.466285	0.220721
fix_4500_c60_lg_combined.ale.uml_rec	1e-06	0.174104	0.0942315
fix_3348_c60_lg_combined.ale.uml_rec	1.05283e-05	0.604644	0.464466
fix_4024_c60_lg_combined.ale.uml_rec	0.294719	0.422231	0.791427
fix_2095_c60_lg_combined.ale.uml_rec	1e-06	0.813229	0.767318
fix_1619_c60_lg_combined.ale.uml_rec	0.661775	0.387581	0.60923
fix_1885_c60_lg_combined.ale.uml_rec	0.234137	0.221518	0.513638
fix_1727_c60_lg_combined.ale.uml_rec	0.000288252	0.21112	0.370302
fix_3752_c60_lg_combined.ale.uml_rec	6.91938e-06	0.524795	0.555802
fix_2393_c60_lg_combined.ale.uml_rec	1e-06	0.444518	0.603198
fix_1421_c60_lg_combined.ale.uml_rec	0.480914	0.29371	0.700327
fix_3454_c60_lg_combined.ale.uml_rec	1e-06	0.331407	0.512814
fix_4272_c60_lg_combined.ale.uml_rec	1e-06	1e-06	1e-06
fix_3504_c60_lg_combined.ale.uml_rec	1e-06	0.323792	0.406604
fix_1571_c60_lg_combined.ale.uml_rec	0.718646	0.406728	0.425867
fix_1749_c60_lg_combined.ale.uml_rec	0.493381	0.0771609	0.00058798
fix_4174_c60_lg_combined.ale.uml_rec	1e-06	1e-06	1e-06
fix_91_c60_lg_combined.ale.uml_rec	0.246634	0.364748	0.387817
fix_388_c60_lg_combined.ale.uml_rec	0.299032	0.425052	0.463965
fix_3602_c60_lg_combined.ale.uml_rec	1.50539e-05	0.28733	0.00492042
fix_1677_c60_lg_combined.ale.uml_rec	0.315656	0.149533	9.26871e-05
fix_5397_c60_lg_combined.ale.uml_rec	0.286602	1e-06	0.699564
fix_1353_c60_lg_combined.ale.uml_rec	0.444338	1e-06	0.502027
fix_830_c60_lg_combined.ale.uml_rec	1e-06	0.695698	0.486133
fix_3326_c60_lg_combined.ale.uml_rec	0.218319	1e-06	0.677044
fix_4450_c60_lg_combined.ale.uml_rec	1e-06	0.804049	1.01602
fix_3218_c60_lg_combined.ale.uml_rec	1.06353	1e-06	0.275812
fix_792_c60_lg_combined.ale.uml_rec	0.204466	0.490915	0.593075
fix_2845_c60_lg_combined.ale.uml_rec	1.08702	1e-06	0.287684
fix_1055_c60_lg_combined.ale.uml_rec	0.445412	0.0495998	0.354803
fix_5091_c60_lg_combined.ale.uml_rec	0.165272	1e-06	1e-06
fix_3020_c60_lg_combined.ale.uml_rec	4.58387e-05	0.857746	0.831731
fix_4668_c60_lg_combined.ale.uml_rec	0.830914	0.292388	0.744112
fix_4756_c60_lg_combined.ale.uml_rec	0.440896	0.548723	0.927157
fix_494_c60_lg_combined.ale.uml_rec	1e-06	0.192142	0.340125
fix_150_c60_lg_combined.ale.uml_rec	0.102244	0.0139997	0.265735
fix_4292_c60_lg_combined.ale.uml_rec	0.433792	0.592153	0.961868
fix_2223_c60_lg_combined.ale.uml_rec	1e-06	0.0881444	0.230115
fix_1591_c60_lg_combined.ale.uml_rec	1.04337	1e-06	0.14698
fix_256_c60_lg_combined.ale.uml_rec	0.0350663	0.0958528	0.283822
fix_4194_c60_lg_combined.ale.uml_rec	0.42543	0.577143	0.96293
fix_3940_c60_lg_combined.ale.uml_rec	0.28723	1e-06	1e-06
fix_2125_c60_lg_combined.ale.uml_rec	0.000105722	0.233629	0.37029
fix_1935_c60_lg_combined.ale.uml_rec	0.004445	0.576255	0.589712
fix_1697_c60_lg_combined.ale.uml_rec	0.266352	0.417166	0.576167
fix_368_c60_lg_combined.ale.uml_rec	0.000458892	0.316145	0.326068
fix_71_c60_lg_combined.ale.uml_rec	0.187847	0.141328	0.306612
fix_5377_c60_lg_combined.ale.uml_rec	0.556255	1e-06	0.914462
fix_5249_c60_lg_combined.ale.uml_rec	0.344404	0.226221	0.640695
fix_2401_c60_lg_combined.ale.uml_rec	1e-06	0.302065	0.609415
fix_2_c60_lg_combined.ale.uml_rec	0.243151	0.33402	0.541766
fix_772_c60_lg_combined.ale.uml_rec	0.0573792	0.245113	0.408205
fix_4688_c60_lg_combined.ale.uml_rec	0.444023	0.609539	0.914239
fix_4814_c60_lg_combined.ale.uml_rec	0.338044	0.218506	0.868846
fix_2639_c60_lg_combined.ale.uml_rec	1e-06	0.225956	1.34467e-05
fix_5071_c60_lg_combined.ale.uml_rec	1e-06	1e-06	0.373089
fix_2707_c60_lg_combined.ale.uml_rec	0.254214	0.118665	1.11411e-05
fix_474_c60_lg_combined.ale.uml_rec	1e-06	0.185169	0.201509
fix_36_c60_lg_combined.ale.uml_rec	0.0505749	0.213766	0.324029
fix_3839_c60_lg_combined.ale.uml_rec	1e-06	0.189354	0.306237
fix_1972_c60_lg_combined.ale.uml_rec	0.483568	0.241509	0.56798
fix_2162_c60_lg_combined.ale.uml_rec	0.507267	1e-06	0.352517
fix_3907_c60_lg_combined.ale.uml_rec	1e-06	0.125464	1e-06
fix_211_c60_lg_combined.ale.uml_rec	0.023311	0.18162	0.263437
fix_2264_c60_lg_combined.ale.uml_rec	1e-06	0.252627	0.268933
fix_117_c60_lg_combined.ale.uml_rec	0.103117	0.0983963	0.279546
fix_433_c60_lg_combined.ale.uml_rec	0.214635	0.363478	0.423429
fix_2740_c60_lg_combined.ale.uml_rec	1e-06	0.341502	0.410014
fix_5108_c60_lg_combined.ale.uml_rec	1e-06	0.216698	0.419862
fix_5036_c60_lg_combined.ale.uml_rec	1.0818	7.84894e-06	0.45921
fix_4853_c60_lg_combined.ale.uml_rec	0.213559	0.189683	1e-06
fix_3087_c60_lg_combined.ale.uml_rec	1.23416e-05	0.223638	1e-06
fix_735_c60_lg_combined.ale.uml_rec	1e-06	0.277435	0.276949
fix_2446_c60_lg_combined.ale.uml_rec	0.000434033	0.181835	0.000174924
fix_5330_c60_lg_combined.ale.uml_rec	1.12332	1e-06	0.515811
fix_2578_c60_lg_combined.ale.uml_rec	0.618435	1e-06	0.444823
fix_897_c60_lg_combined.ale.uml_rec	0.163449	0.63351	0.523125
fix_3381_c60_lg_combined.ale.uml_rec	1e-06	1e-06	0.514366
fix_1630_c60_lg_combined.ale.uml_rec	0.013505	0.489115	0.39385
fix_3645_c60_lg_combined.ale.uml_rec	1.0668	1e-06	0.337795
fix_4133_c60_lg_combined.ale.uml_rec	0.299409	0.235271	0.412478
fix_2182_c60_lg_combined.ale.uml_rec	0.397688	0.475799	1e-06
fix_1992_c60_lg_combined.ale.uml_rec	0.450733	0.513121	0.342746
fix_1536_c60_lg_combined.ale.uml_rec	1e-06	0.39383	0.463154
fix_3543_c60_lg_combined.ale.uml_rec	0.391755	1e-06	0.620556
fix_4235_c60_lg_combined.ale.uml_rec	1e-06	0.858033	0.966281
fix_1408_c60_lg_combined.ale.uml_rec	0.569399	0.223249	0.290999
fix_2284_c60_lg_combined.ale.uml_rec	1e-06	0.159617	0.447343
fix_3159_c60_lg_combined.ale.uml_rec	0.442796	0.320079	0.504291
fix_4711_c60_lg_combined.ale.uml_rec	1e-06	1e-06	0.299945
fix_3067_c60_lg_combined.ale.uml_rec	0.160329	0.260252	0.417229
fix_1012_c60_lg_combined.ale.uml_rec	0.327143	0.391188	0.305549
fix_2802_c60_lg_combined.ale.uml_rec	1e-06	0.106311	0.189235
fix_949_c60_lg_combined.ale.uml_rec	1e-06	0.469601	0.304657
fix_4417_c60_lg_combined.ale.uml_rec	0.455928	0.583379	0.909036
fix_4529_c60_lg_combined.ale.uml_rec	1e-06	0.489146	0.842624
fix_3361_c60_lg_combined.ale.uml_rec	0.664782	1e-06	0.314453
fix_877_c60_lg_combined.ale.uml_rec	1e-06	0.294266	0.499202
fix_1314_c60_lg_combined.ale.uml_rec	1e-06	0.476595	0.580618
fix_2598_c60_lg_combined.ale.uml_rec	0.13861	0.379594	0.562413
fix_5276_c60_lg_combined.ale.uml_rec	0.342542	0.230824	0.632117
fix_673_c60_lg_combined.ale.uml_rec	0.00164461	0.266295	0.204215
fix_5348_c60_lg_combined.ale.uml_rec	1e-06	0.188712	0.308024
fix_2500_c60_lg_combined.ale.uml_rec	0.111089	0.187659	1e-06
fix_2738_c60_lg_combined.ale.uml_rec	0.162765	0.000222801	0.517774
fix_5170_c60_lg_combined.ale.uml_rec	0.428301	0.557	0.941165
fix_4915_c60_lg_combined.ale.uml_rec	1e-06	0.425837	0.572893
fix_4789_c60_lg_combined.ale.uml_rec	0.558148	1e-06	0.937037
fix_575_c60_lg_combined.ale.uml_rec	0.0471687	0.0901105	0.362479
fix_2606_c60_lg_combined.ale.uml_rec	0.615648	0.000144284	0.70859
fix_2322_c60_lg_combined.ale.uml_rec	0.0822948	0.213147	1e-06
fix_4393_c60_lg_combined.ale.uml_rec	0.445209	1e-06	0.102549
fix_1490_c60_lg_combined.ale.uml_rec	1e-06	0.302607	0.340154
fix_5454_c60_lg_combined.ale.uml_rec	1.0818	7.84894e-06	0.45921
fix_1834_c60_lg_combined.ale.uml_rec	0.551118	1e-06	1e-06
fix_2024_c60_lg_combined.ale.uml_rec	0.18473	0.824042	0.778867
fix_3841_c60_lg_combined.ale.uml_rec	1.07809	1e-06	0.363017
fix_4095_c60_lg_combined.ale.uml_rec	0.319223	1e-06	0.778476
fix_357_c60_lg_combined.ale.uml_rec	1e-06	0.504829	0.41293
fix_269_c60_lg_combined.ale.uml_rec	1e-06	0.618231	0.495948
fix_1796_c60_lg_combined.ale.uml_rec	1e-06	0.322026	0.558545
fix_3227_c60_lg_combined.ale.uml_rec	0.500478	1e-06	1e-06
